Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
1885,Pride and Prejudice,Jane Austen,"Austen, Jane",Anna Quindlen,"=""1441341706""","=""9781441341709""",5,Modern Library,Paperback,279,2023,1813,2024/09/12,2024/09/13,,,read,Sigue siendo un librazo.,,,1,0
34644393,Sin compromiso,Curtis Sittenfeld,"Sittenfeld, Curtis",Rubén Martín Giráldez,"=""8416964947""","=""9788416964949""",2,Siruela,Kindle Edition,540,2017,2016,2024/09/10,2024/09/10,,,read,"Reversión de orgullo y prejuicio. Solo me dio ganas de leer orgullo y prejuicio, por lo demás, muy malo, muy yankie. ",,,1,0
56591408,Las gratitudes,Delphine de Vigan,"Vigan, Delphine de",Pablo Martín Sánchez,"=""8433980831""","=""9788433980830""",3,Anagrama,Paperback,176,2021,2019,2024/09/06,2024/09/06,,,read,"Me hizo pensar mucho en mi abuela y me dio mucha tristeza. Es tierno, de esas historias donde no pasa demasiado pero hay una sutileza muy tierna, muy potente. ",,,1,0
15725673,Enero,Sara Gallardo,"Gallardo, Sara",,"=""9876141600""","=""9789876141604""",4,Capital Intelectual,Paperback,101,2009,1958,,2024/08/29,,,read,Construcción muy increíble de los personajes y el contexto. Te contagia el malestar abrumador de la protagonista.,,,1,0
97142243,Fortuna,Hernan Diaz,"Diaz, Hernan",Javier Calvo,"=""8433901923""","=""9788433918451""",3,Anagrama,Kindle Edition,440,2023,2022,2024/08/25,2024/08/25,,,read,"Tardé mucho en sentir que el libro no era una mierda, es decir hasta llegar a la tercera parte sentí que era una mierda. <br/>Después de la tercera parte ya no sentí que era una mierda. Y creo que eso es de lo más interesante que tiene el libro: una estructura narrativa un poco peculiar.<br/>Da lugar a cierta sorpresa pero igual está lleno de lugares comunes y la escritura me parece artificial y yankie. ",,,1,0
33395084,The Complete Stories of Leonora Carrington,Leonora Carrington,"Carrington, Leonora","Kathryn Davis, Kathrine Talbot, Anthony Kerrigan, Marina Warner","=""0997366648""","=""9780997366648""",3,Dorothy,Paperback,232,2017,2017,2024/08/21,2024/08/21,,,read,"No lei todos. Surrealista. Divertidos pero para leer uno de vez en cuando, sino te termina aburriendo por repetición.",,,1,0
69719,Lucy,Jamaica Kincaid,"Kincaid, Jamaica",,"=""2253153818""","=""9782253153818""",3,Livre de Poche,Paperback,163,2002,1990,2024/08/15,2024/08/15,,,read,"Una novela de aprendizaje e iniciación pero profundamente mental, y eso la vuelve muy neurótica y un poco aburrida.",,,1,0
10164,La historia del amor,Nicole Krauss,"Krauss, Nicole",Justo Navarro,"=""8498380022""","=""9788498380026""",4,Salamandra Publicacions Y Edicions,Paperback,288,2006,2005,2024/08/03,2024/08/04,,,read,"Una historia compleja, requiere concentración para ir siguiendola. Mucha ternura. Es experimental en su forma de narrar, pero tradicional en su escritura. Los personajes están muy bien desarrollados. ",,,1,0
3265462,Papi,Rita Indiana,"Indiana, Rita",,"=""193276609X""","=""9781932766097""",3,Vertigo,Paperback,158,2005,2005,2024/07/28,2024/07/28,,,read,Entendí la mitad pero no importa. Muy rítmico y divertido.,,,1,0
36441757,Instrucciones para robar supermercados,Adrián Haidukowski,"Haidukowski, Adrián",,"=""9876704796""","=""9789876704793""",5,TusQuets,Paperback,221,2017,,2024/07/23,2024/07/23,,,read,"Trash, adrenalínico, excitante, completamente incorrecto. ",,,1,0
13043510,El verano sin hombres,Siri Hustvedt,"Hustvedt, Siri",,"=""8433975765""","=""9788433975768""",3,Anagrama,Paperback,224,2011,2011,2024/07/23,2024/07/22,,,read,"Un libro que acompaña la psiquis de la narradora. Medio denso de a momentos. Medio old school en otros, incluso para ser una narración explicitamente feminista. ",,,1,0
52248298,Sexo ATR: A todo ritmo,Cecilia Ce,"Ce, Cecilia",,"=""9504968805""","=""9789504968801""",3,Planeta Argentina,Kindle Edition,178,2019,,2024/07/22,2024/07/22,,,read,Nada ridículamente novedoso pero que está bien recordarse de vez en cuando y tener a mano.,,,1,0
203982344,La llamada: Un retrato,Leila Guerriero,"Guerriero, Leila",,"=""8433922068""","=""9788433922069""",4,Editorial Anagrama,Paperback,432,2024,2024,2024/07/21,2024/07/21,,,read,"Qué bien que escribe Leila, qué bien que transmite la energía de alguien. O al menos me la creo. La densidad del libro corresponde muy bien con cómo se la describe a Silvia. Es un libro denso y ligero al mismo tiempo. ",,,1,0
57369659,Diario de una princesa montonera,Mariana Eva Pérez,"Pérez, Mariana Eva",,"=""9504973191""","=""9789504973195""",5,Planeta Argentina,Kindle Edition,442,2021,2012,2024/06/03,2024/06/03,,,read,"Desgarrador. Reí, lloré. Cómo alguien puede escribir sobre una historia de vida tan especifica e igual hacerte decir same hermana? Recomiendo muchísimo. ",,,1,0
1725953,El adversario,Emmanuel Carrère,"Carrère, Emmanuel",Jaime Zulaika,"=""8433969218""","=""9788433969217""",5,Editorial Anagrama,Paperback,172,2011,2000,2024/05/24,2024/05/23,,,read,El true crime que me interesa. ,,,1,0
123723946,La mala costumbre,Alana S. Portero,"Portero, Alana S.",,"=""8432242187""","=""9788432242182""",3,Seix Barral,Kindle Edition,252,2023,2023,2024/05/12,2024/05/11,,,read,"Una forma de escribir muy madame bovary, llena de ensoñaciones y descripciones eternas de sentimientos. Movilizador y bonito. ",,,1,0
20588698,"Not That Kind of Girl: A Young Woman Tells You What She's ""Learned""",Lena Dunham,"Dunham, Lena",Joana Avillez,"=""081299499X""","=""9780812994995""",3,Random House,Hardcover,265,2014,2014,2024/05/01,2024/05/01,,,read,No se puede ser tan odiosa y al mismo tiempo empatizo. Girls 100%,,,1,0
61042853,Nunca delante de los criados: Retrato fiel de la vida arriba y abajo (Spanish Edition),Frank Victor Dawes,"Dawes, Frank Victor",,"=""8418838345""","=""9788418838347""",4,Periférica,Kindle Edition,252,2022,1973,2024/04/19,2024/04/19,,,read,Interesante. A veces bastante repetitivo.  ,,,1,0
12151198,Limonov,Emmanuel Carrère,"Carrère, Emmanuel",,"=""2818014050""","=""9782818014059""",5,P.O.L.,Paperback,489,2011,2011,2024/03/12,2024/03/12,,,read,Biografía espectacular de un personaje de película de la vida real. Me sirvió para saber un poquitito más de Rusia y me dejó con muchas lecturas para hacer. ,,,1,0
203586787,Match,Pablo Tomás Ottonello,"Ottonello, Pablo Tomás",,"=""9874878398""","=""9789874878397""",4,Vinilo Editora,Paperback,96,2023,,2024/03/01,2024/03/01,,,read,"La teoría-práctica de un hombre con las apps de citas. Me gustó lo sincero, lo extremo sincero, tan sincero que no podés dejar de pensar por qué tan chabon.",,,1,0
206060718,La Soldado,Paulina Tuchschneider,"Tuchschneider, Paulina",Esther Cross,"=""9874808845""","=""9789874808844""",4,Cúmulus Nimbus,Paperback,78,2024,,2024/02/27,2024/02/27,,,read,"Experiencia de una chica que tiene que hacer el servicio militar obligatorio en Israel. Una suerte de monólogo interno bastante gracioso y crítico. No se adentra en nada demasiado político, nunca es muy explicita en ese sentido, aunque si tira algunos palitos.",,,1,0
205636254,Dorayaki,Durian Sukegawa,"Sukegawa, Durian",Amalia Sato,"=""6319005041""","=""9786319005042""",3,Chai Editora,Paperback,200,2024,2013,2024/02/25,2024/02/25,,,read,"Una novela sobre el sentido de la vida, basada en un pensamiento muy oriental (pero también universal) de que tu vida vale solo por lo útil que sos. La idea está buena pero me pareció un poco sobreexplicado.",,,1,0
23588880,Después del invierno,Guadalupe Nettel,"Nettel, Guadalupe",,"=""843399784X""","=""9788433997845""",3,Anagrama,Paperback,272,2014,2014,2024/02/24,2024/02/24,,,read,Me pareció un borrador y encima con un final moralista. No me sorprende que haya ganado premios porque responde al interés europeo de que la gente le encuentre un sentido a tener hijos. ,,,1,0
49579871,Tesis sobre una domesticación,Camila Sosa Villada,"Villada, Camila Sosa",,"=""9875037281""","=""9789875037281""",3,Editorial La Página,Paperback,212,2019,2019,2024/02/14,2024/02/13,,,read,Es divertido de leer y atrapa pero siento que la historia es muy clásica y que la única vuelta es que la protagonista es trans. Siento que le falta complejidad a los personajes.,,,1,0
25654719,Cassandra en la boda,Dorothy Baker,"Baker, Dorothy",,"=""8494090364""","=""9788494090363""",4,Editorial Contraseña,Paperback,256,2015,1962,2024/02/10,2024/02/10,,,read,"Historia lenta e intensa de dos hermanas, de identidad, de vinculos familiares, de cambio, de amor y muchas cosas más. Muy reflexivo y con ideas interesante para aportar. ",,,1,0
7481121,Ácido sulfúrico,Amélie Nothomb,"Nothomb, Amélie",Sergi Pàmies,"=""8433971212""","=""9788433971210""",4,Anagrama,Paperback,168,2007,2005,2024/02/05,2024/02/05,,,read,"Se lee rápido. Es una especie de ciencia ficción donde un programa de televisión es una mezcla entre GH y un campo de concentración. Como me pasa con este genero generalmente, me resulta medio fácil la metáfora. ",,,1,0
39679509,El nudo materno,Jane Lazarre,"Lazarre, Jane","Elena Vilallonga, Carolina del Olmo","=""8494733729""","=""9788494733727""",3,Las Afueras,Paperback,272,2018,1976,2024/02/04,2024/02/04,,,read,Interesante pero no mucho más,,,1,0
61885130,You Have to Be Prepared to Die Before You Can Begin to Live: Ten Weeks in Birmingham That Changed America,Paul Kix,"Kix, Paul",,"=""1250807697""","=""9781250807694""",5,Celadon Books,Hardcover,400,2023,,2024/01/19,2024/01/19,,,read,"Muy muy interesante, sobre todo si no sabes nada sobre el movimiento de liberación de los negros en usa. Detallado, muy bien escrito, bien documentado. ",,,1,0
43764278,La dependienta,Sayaka Murata,"Murata, Sayaka",Marina Bornas,"=""8417761195""","=""9788417761196""",2,Duomo ediciones ,Kindle Edition,176,2019,2016,2023/12/26,2023/12/26,,,read,"La traducción bastante mala. La historia es muy reduccionista, no tiene gracia ni complejidad, subestima al lector. Muy aburrido. ",,,1,0
181334764,Te di ojos y miraste las tinieblas,Irene Solà,"Solà, Irene",,"=""8433906283""","=""9788433906281""",0,Anagrama,Paperback,176,2024,2023,,2023/12/23,to-read,to-read (#1),to-read,,,,0,0
18778628,Una historia sencilla,Leila Guerriero,"Guerriero, Leila",,"=""843399767X""","=""9788433997678""",4,Anagrama,Paperback,152,2013,2013,2023/12/23,2023/12/23,,,read,Me dio muchas ganas de ir al festival de malambo. Las descripciones de los bailes y de los participantes son hermosas. ,,,1,0
59520392,Carcoma,Layla Martínez,"Martínez, Layla",,"=""8412434919""","=""9788412434910""",5,Editorial Amor de Madre,Paperback,144,2021,2021,2023/12/11,2023/12/11,,,read,Escalofriante,,,1,0
193556628,La mujer que soy,Britney Spears,"Spears, Britney",,"=""""","=""9798890980205""",3,Plaza & Janés,Paperback,304,2023,2023,2023/11/27,2023/11/27,,,read,"Vine por el chisme y, si bien te enterás de varios detalles realmente muy horrendos de lo que tuvo que pasar Britney bajo la curatela de su padre, lo sentí superficial. Le falta desarrollo de pensamiento critico, le falta pensamiento complejo, le falta enojo.",,,1,0
51484920,Almendra,Sohn Won-Pyung,"Won-Pyung, Sohn",Sunme Yoon,"=""8499987915""","=""9788499987910""",1,Temas de hoy,Paperback,256,2020,2017,2023/11/18,2023/11/18,,,read,"Pésimo, obvio, subestima al lector constantemente, sobre-explicativo. Una perdida de tiempo.",,,1,0
53412888,Panza de burro,Andrea Abreu López,"López, Andrea Abreu",Sabina Urraca,"=""""","=""""",4,Editorial Barrett,Paperback,172,2020,2020,2023/11/09,2023/11/09,,,read,"Toda una aventura desde la oralidad de una primera persona niña del monte, en ese momento en que tu mejor amiga es tu mundo, empiezan a descubrir la sexualidad y todo es muy explorativo",,,1,0
61487828,La venta,Fabio Mazía,"Mazía, Fabio",,"=""9874970308""","=""9789874970305""",3,Qeja,Paperback,288,2022,,2023/11/04,2023/11/04,,,read,Google compra Argentina pero obviamente nada sale como debería. Una especie de Rebelión en la granja pero de odiar a tu país y venderlo pensando que es mejor tener plata que patria. Siento que intenta ir por demasiadas aristas y pierde un poco el hilo. ,,,1,0
198812138,El niño resentido,César  González,"González, César",,"=""6316553013""","=""9786316553010""",4,Reservoir Books,Kindle Edition,172,2023,,2023/10/29,2023/10/29,,,read,"Un libro muy crudo. Autobiográfico, una suerte de anecdotario. Detalla muy bien un universo muy cercano y muy lejano a la vez. ",,,1,0
